Level, Branch, Bus1, Bus2, Distance
-1, Load.mdv201_hn_2_676_c62306-1c1, x_62306_2.3
52, Line.s_mdv201_hn_2_676_c62306-1c0, x_62306.3, x_62306_1.3,     2.6207
-1, Load.mdv201_hn_2_676_c62306-1c0, x_62306_1.3
51, Line.mdv201_hn_2_677_c62303, 62306.3, 62303.3,     2.6500
52, Transformer.mdv201_hn_2_677_c62303-1c, 62303.3, x_62303.3,     2.6500
53, Line.s_mdv201_hn_2_677_c62303-1c2, x_62303.3, x_62303_3.3,     2.6804
-1, Load.mdv201_hn_2_677_c62303-1c2, x_62303_3.3
53, Line.s_mdv201_hn_2_677_c62303-1c1, x_62303.3, x_62303_2.3,     2.6804
-1, Load.mdv201_hn_2_677_c62303-1c1, x_62303_2.3
53, Line.s_mdv201_hn_2_677_c62303-1c0, x_62303.3, x_62303_1.3,     2.6804
-1, Load.mdv201_hn_2_677_c62303-1c0, x_62303_1.3
52, Line.mdv201_hn_2_678_c62304, 62303.3, 62304.3,     2.7100
53, Transformer.mdv201_hn_2_678_c62304-1c, 62304.3, x_62304.3,     2.7100
54, Line.s_mdv201_hn_2_678_c62304-1c2, x_62304.3, x_62304_3.3,     2.7405
-1, Load.mdv201_hn_2_678_c62304-1c2, x_62304_3.3
54, Line.s_mdv201_hn_2_678_c62304-1c1, x_62304.3, x_62304_2.3,     2.7405
-1, Load.mdv201_hn_2_678_c62304-1c1, x_62304_2.3
54, Line.s_mdv201_hn_2_678_c62304-1c0, x_62304.3, x_62304_1.3,     2.7405
-1, Load.mdv201_hn_2_678_c62304-1c0, x_62304_1.3
50, Line.mdv201_hn_2_675_c89783, 62310.3, 89783.3,     2.5689
51, Transformer.mdv201_hn_2_675_c89783-1c, 89783.3, x_89783.3,     2.5689
52, Line.s_mdv201_hn_2_675_c89783-1c2, x_89783.3, x_89783_3.3,     2.5994
-1, Load.mdv201_hn_2_675_c89783-1c2, x_89783_3.3
52, Line.s_mdv201_hn_2_675_c89783-1c1, x_89783.3, x_89783_2.3,     2.5994
-1, Load.mdv201_hn_2_675_c89783-1c1, x_89783_2.3
52, Line.s_mdv201_hn_2_675_c89783-1c0, x_89783.3, x_89783_1.3,     2.5994
-1, Load.mdv201_hn_2_675_c89783-1c0, x_89783_1.3
51, Line.mdv201_hn_2_942_c89791, 89783.3, 89791.3,     2.6210
52, Transformer.mdv201_hn_2_942_c89791-1c, 89791.3, x_89791.3,     2.6210
53, Line.s_mdv201_hn_2_942_c89791-1c2, x_89791.3, x_89791_3.3,     2.6515
-1, Load.mdv201_hn_2_942_c89791-1c2, x_89791_3.3
53, Line.s_mdv201_hn_2_942_c89791-1c1, x_89791.3, x_89791_2.3,     2.6515
-1, Load.mdv201_hn_2_942_c89791-1c1, x_89791_2.3
53, Line.s_mdv201_hn_2_942_c89791-1c0, x_89791.3, x_89791_1.3,     2.6515
-1, Load.mdv201_hn_2_942_c89791-1c0, x_89791_1.3
52, Line.mdv201_hn_2_943_c89813, 89791.3, 89813.3,     2.6466
53, Line.mdv201_hn_2_944_c44577, 89813.3, 44577.3,     2.6942
54, Transformer.mdv201_hn_2_944_c44577-1c, 44577.3, x_44577.3,     2.6942
55, Line.s_mdv201_hn_2_944_c44577-1c1, x_44577.3, x_44577_2.3,     2.7246
-1, Load.mdv201_hn_2_944_c44577-1c1, x_44577_2.3
55, Line.s_mdv201_hn_2_944_c44577-1c0, x_44577.3, x_44577_1.3,     2.7246
-1, Load.mdv201_hn_2_944_c44577-1c0, x_44577_1.3
54, Line.mdv201_hn_2_946_c8179, 44577.3, 8179.3,     2.7509
55, Transformer.mdv201_hn_2_946_c8179-1c, 8179.3, x_8179.3,     2.7509
56, Line.s_mdv201_hn_2_946_c8179-1c1, x_8179.3, x_8179_2.3,     2.7813
-1, Load.mdv201_hn_2_946_c8179-1c1, x_8179_2.3
56, Line.s_mdv201_hn_2_946_c8179-1c0, x_8179.3, x_8179_1.3,     2.7813
-1, Load.mdv201_hn_2_946_c8179-1c0, x_8179_1.3
55, Line.mdv201_hn_2_947_c8175, 8179.3, 8175.3,     2.8066
56, Transformer.mdv201_hn_2_947_c8175-1c, 8175.3, x_8175.3,     2.8066
57, Line.s_mdv201_hn_2_947_c8175-1c0, x_8175.3, x_8175_1.3,     2.8371
-1, Load.mdv201_hn_2_947_c8175-1c0, x_8175_1.3
56, Line.mdv201_hn_2_948_c8176, 8175.3, 8176.3,     2.8533
57, Line.mdv201_hn_2_949_c8180, 8176.3, 8180.3,     2.8743
58, Transformer.mdv201_hn_2_949_c8180-1c, 8180.3, x_8180.3,     2.8743
59, Line.s_mdv201_hn_2_949_c8180-1c2, x_8180.3, x_8180_3.3,     2.9048
-1, Load.mdv201_hn_2_949_c8180-1c2, x_8180_3.3
59, Line.s_mdv201_hn_2_949_c8180-1c1, x_8180.3, x_8180_2.3,     2.9048
-1, Load.mdv201_hn_2_949_c8180-1c1, x_8180_2.3
59, Line.s_mdv201_hn_2_949_c8180-1c0, x_8180.3, x_8180_1.3,     2.9048
-1, Load.mdv201_hn_2_949_c8180-1c0, x_8180_1.3
54, Line.mdv201_hn_2_950_c8190, 44577.3, 8190.3,     2.7390
55, Transformer.mdv201_hn_2_950_c8190-1c, 8190.3, x_8190.3,     2.7390
56, Line.s_mdv201_hn_2_950_c8190-1c2, x_8190.3, x_8190_3.3,     2.7695
-1, Load.mdv201_hn_2_950_c8190-1c2, x_8190_3.3
56, Line.s_mdv201_hn_2_950_c8190-1c1, x_8190.3, x_8190_2.3,     2.7695
-1, Load.mdv201_hn_2_950_c8190-1c1, x_8190_2.3
56, Line.s_mdv201_hn_2_950_c8190-1c0, x_8190.3, x_8190_1.3,     2.7695
-1, Load.mdv201_hn_2_950_c8190-1c0, x_8190_1.3
55, Line.mdv201_hn_2_951_c8188, 8190.3, 8188.3,     2.7707
56, Line.mdv201_hn_2_952_c8189, 8188.3, 8189.3,     2.8030
57, Transformer.mdv201_hn_2_952_c8189-1c, 8189.3, x_8189.3,     2.8030
58, Line.s_mdv201_hn_2_952_c8189-1c2, x_8189.3, x_8189_3.3,     2.8335
-1, Load.mdv201_hn_2_952_c8189-1c2, x_8189_3.3
58, Line.s_mdv201_hn_2_952_c8189-1c1, x_8189.3, x_8189_2.3,     2.8335
-1, Load.mdv201_hn_2_952_c8189-1c1, x_8189_2.3
58, Line.s_mdv201_hn_2_952_c8189-1c0, x_8189.3, x_8189_1.3,     2.8335
-1, Load.mdv201_hn_2_952_c8189-1c0, x_8189_1.3
49, Line.mdv201_hn_2_672_c62308, 89781.3, 62308.3,     2.4933
50, Transformer.mdv201_hn_2_672_c62308-1c, 62308.3, x_62308.3,     2.4933
51, Line.s_mdv201_hn_2_672_c62308-1c4, x_62308.3, x_62308_5.3,     2.5238
-1, Load.mdv201_hn_2_672_c62308-1c4, x_62308_5.3
51, Line.s_mdv201_hn_2_672_c62308-1c3, x_62308.3, x_62308_4.3,     2.5238
-1, Load.mdv201_hn_2_672_c62308-1c3, x_62308_4.3
51, Line.s_mdv201_hn_2_672_c62308-1c2, x_62308.3, x_62308_3.3,     2.5238
-1, Load.mdv201_hn_2_672_c62308-1c2, x_62308_3.3
51, Line.s_mdv201_hn_2_672_c62308-1c1, x_62308.3, x_62308_2.3,     2.5238
-1, Load.mdv201_hn_2_672_c62308-1c1, x_62308_2.3
51, Line.s_mdv201_hn_2_672_c62308-1c0, x_62308.3, x_62308_1.3,     2.5238
-1, Load.mdv201_hn_2_672_c62308-1c0, x_62308_1.3
50, Line.mdv201_hn_2_673_c62309, 62308.3, 62309.3,     2.5530
51, Transformer.mdv201_hn_2_673_c62309-1c, 62309.3, x_62309.3,     2.5530
52, Line.s_mdv201_hn_2_673_c62309-1c0, x_62309.3, x_62309_1.3,     2.5835
-1, Load.mdv201_hn_2_673_c62309-1c0, x_62309_1.3
40, Line.mdv201_hn_2_083_abc62239, 44586, 62239,     2.1004
41, Line.mdv201_hn_2_456_abc62242, 62239, 62242,     2.1614
42, Line.mdv201_106885fuse, 62242.2, 106885.2,     2.1629
43, Line.mdv201_hn_2p017_b1160488, 106885.2, 1160488.2,     2.2522
44, Line.hn_2p017_sw, 1160488.2, mdv201_62249elb_int.2,     2.2532
45, Line.mdv201_62249elb, mdv201_62249elb_int.2, 62249.2,     2.2547
46, Transformer.mdv201_62249elb-1b, 62249.2, x_62249.2,     2.2547
47, Line.s_mdv201_62249elb-1b0, x_62249.2, x_62249_1.2,     2.2852
-1, Load.mdv201_62249elb-1b0, x_62249_1.2
42, Line.mdv201_hn_2_082_abc62250, 62242, 62250,     2.2348
43, Transformer.mdv201_hn_2_082_abc62250-1b, 62250.2, x_62250.2,     2.2348
44, Line.s_mdv201_hn_2_082_abc62250-1b3, x_62250.2, x_62250_4.2,     2.2653
-1, Load.mdv201_hn_2_082_abc62250-1b3, x_62250_4.2
44, Line.s_mdv201_hn_2_082_abc62250-1b2, x_62250.2, x_62250_3.2,     2.2653
-1, Load.mdv201_hn_2_082_abc62250-1b2, x_62250_3.2
44, Line.s_mdv201_hn_2_082_abc62250-1b1, x_62250.2, x_62250_2.2,     2.2653
-1, Load.mdv201_hn_2_082_abc62250-1b1, x_62250_2.2
44, Line.s_mdv201_hn_2_082_abc62250-1b0, x_62250.2, x_62250_1.2,     2.2653
-1, Load.mdv201_hn_2_082_abc62250-1b0, x_62250_1.2
43, Line.mdv201_hn_2_031_abc62264, 62250, 62264,     2.2860
44, Transformer.mdv201_hn_2_031_abc62264-1b, 62264.2, x_62264.2,     2.2860
45, Line.s_mdv201_hn_2_031_abc62264-1b1, x_62264.2, x_62264_2.2,     2.3165
-1, Load.mdv201_hn_2_031_abc62264-1b1, x_62264_2.2
45, Line.s_mdv201_hn_2_031_abc62264-1b0, x_62264.2, x_62264_1.2,     2.3165
-1, Load.mdv201_hn_2_031_abc62264-1b0, x_62264_1.2
44, Line.mdv201_hn_2_030_abc62265, 62264, 62265,     2.3409
45, Transformer.mdv201_hn_2_030_abc62265-1b, 62265.2, x_62265.2,     2.3409
46, Line.s_mdv201_hn_2_030_abc62265-1b1, x_62265.2, x_62265_2.2,     2.3714
-1, Load.mdv201_hn_2_030_abc62265-1b1, x_62265_2.2
46, Line.s_mdv201_hn_2_030_abc62265-1b0, x_62265.2, x_62265_1.2,     2.3714
-1, Load.mdv201_hn_2_030_abc62265-1b0, x_62265_1.2
45, Line.mdv201_hn_2_029_abc62262, 62265, 62262,     2.4019
46, Transformer.mdv201_hn_2_029_abc62262-1b, 62262.2, x_62262.2,     2.4019
47, Line.s_mdv201_hn_2_029_abc62262-1b0, x_62262.2, x_62262_1.2,     2.4323
-1, Load.mdv201_hn_2_029_abc62262-1b0, x_62262_1.2
46, Line.sw-hn_2_029_sw, 62262, mdv201_1144239usd_int,     2.4029
47, Line.mdv201_1144239usd, mdv201_1144239usd_int, 1144239,     2.4044
48, Line.mdv201_39763_abc39763, 1144239, 39763,     2.4653
49, Line.mdv201_hn_2_359_abc93587, 39763, 93587,     2.4955
50, Transformer.mdv201_hn_2_359_abc93587-1c, 93587.3, x_93587.3,     2.4955
51, Line.s_mdv201_hn_2_359_abc93587-1c0, x_93587.3, x_93587_1.3,     2.5260
-1, Load.mdv201_hn_2_359_abc93587-1c0, x_93587_1.3
50, Line.mdv201_hn_2_183_abc62261, 93587, 62261,     2.5492
51, Transformer.mdv201_hn_2_183_abc62261-1a, 62261.1, x_62261.1,     2.5492
52, Line.s_mdv201_hn_2_183_abc62261-1a1, x_62261.1, x_62261_2.1,     2.5796
-1, Load.mdv201_hn_2_183_abc62261-1a1, x_62261_2.1
52, Line.s_mdv201_hn_2_183_abc62261-1a0, x_62261.1, x_62261_1.1,     2.5796
-1, Load.mdv201_hn_2_183_abc62261-1a0, x_62261_1.1
51, Line.mdv201_hn_2_358_abc1010730, 62261, 1010730,     2.6202
52, Line.mdv202_osw_1010730, 62257, 1010730,     2.6217
53, Line.mdv202_hn_2_358_abc62257, 62253, 62257,     2.6836
49, Line.mdv201_hn_2_080_abc39764, 39763, 39764,     2.4876
50, Line.mdv201_1144240fuse, 39764.1, 1144240.1,     2.4891
51, Transformer.mdv201_1144240fuse-1a, 1144240.1, x_1144240.1,     2.4891
52, Line.s_mdv201_1144240fuse-1a0, x_1144240.1, x_1144240_1.1,     2.5196
-1, Load.mdv201_1144240fuse-1a0, x_1144240_1.1
51, Line.mdv201_hn_2_079_a1144241, 1144240.1, 1144241.1,     2.5108
52, Line.mdv201_da_8_053_a63763, 1144241.1, 63763.1,     2.5970
53, Transformer.mdv201_da_8_053_a63763-1a, 63763.1, x_63763.1,     2.5970
54, Line.s_mdv201_da_8_053_a63763-1a0, x_63763.1, x_63763_1.1,     2.6275
-1, Load.mdv201_da_8_053_a63763-1a0, x_63763_1.1
50, Line.mdv201_hn_2_186_abc15011, 39764, 15011,     2.5961
51, Transformer.mdv201_hn_2_186_abc15011-1a, 15011.1, x_15011.1,     2.5961
52, Line.s_mdv201_hn_2_186_abc15011-1a1, x_15011.1, x_15011_2.1,     2.6266
-1, Load.mdv201_hn_2_186_abc15011-1a1, x_15011_2.1
52, Line.s_mdv201_hn_2_186_abc15011-1a0, x_15011.1, x_15011_1.1,     2.6266
-1, Load.mdv201_hn_2_186_abc15011-1a0, x_15011_1.1
51, Line.mdv201_da_8_146_abc6578, 15011, 6578,     2.7037
52, Transformer.mdv201_da_8_146_abc6578-1a, 6578.1, x_6578.1,     2.7037
53, Line.s_mdv201_da_8_146_abc6578-1a2, x_6578.1, x_6578_3.1,     2.7342
-1, Load.mdv201_da_8_146_abc6578-1a2, x_6578_3.1
53, Line.s_mdv201_da_8_146_abc6578-1a1, x_6578.1, x_6578_2.1,     2.7342
-1, Load.mdv201_da_8_146_abc6578-1a1, x_6578_2.1
53, Line.s_mdv201_da_8_146_abc6578-1a0, x_6578.1, x_6578_1.1,     2.7342
-1, Load.mdv201_da_8_146_abc6578-1a0, x_6578_1.1
52, Line.mdv201_99417fuse, 6578.1, 99417.1,     2.7052
53, Line.mdv201_hn_2_912_a6579, 99417.1, 6579.1,     2.7345
54, Line.mdv201_hn_2_913_a15010, 6579.1, 15010.1,     2.8086
55, Transformer.mdv201_hn_2_913_a15010-1a, 15010.1, x_15010.1,     2.8086
56, Line.s_mdv201_hn_2_913_a15010-1a1, x_15010.1, x_15010_2.1,     2.8390
-1, Load.mdv201_hn_2_913_a15010-1a1, x_15010_2.1
56, Line.s_mdv201_hn_2_913_a15010-1a0, x_15010.1, x_15010_1.1,     2.8390
-1, Load.mdv201_hn_2_913_a15010-1a0, x_15010_1.1
52, Line.mdv201_da_8_507_abc6580, 6578, 6580,     2.7851
53, Transformer.mdv201_da_8_507_abc6580-1a, 6580.1, x_6580.1,     2.7851
54, Line.s_mdv201_da_8_507_abc6580-1a1, x_6580.1, x_6580_2.1,     2.8156
-1, Load.mdv201_da_8_507_abc6580-1a1, x_6580_2.1
54, Line.s_mdv201_da_8_507_abc6580-1a0, x_6580.1, x_6580_1.1,     2.8156
-1, Load.mdv201_da_8_507_abc6580-1a0, x_6580_1.1
53, Line.mdv201_da_8_144_abc6582, 6580, 6582,     2.8159
54, Line.sw-da_8_144_sw, 6582, mdv201_99420usd_int,     2.8169
55, Line.mdv201_99420usd, mdv201_99420usd_int, 99420,     2.8184
56, Line.mdv201_da_8_142_abc6584, 99420, 6584,     2.8870
57, Line.mdv201_da_8_740_abc6594, 6584, 6594,     2.9461
58, Transformer.mdv201_da_8_740_abc6594-1b, 6594.2, x_6594.2,     2.9461
59, Line.s_mdv201_da_8_740_abc6594-1b2, x_6594.2, x_6594_3.2,     2.9766
-1, Load.mdv201_da_8_740_abc6594-1b2, x_6594_3.2
59, Line.s_mdv201_da_8_740_abc6594-1b1, x_6594.2, x_6594_2.2,     2.9766
-1, Load.mdv201_da_8_740_abc6594-1b1, x_6594_2.2
59, Line.s_mdv201_da_8_740_abc6594-1b0, x_6594.2, x_6594_1.2,     2.9766
-1, Load.mdv201_da_8_740_abc6594-1b0, x_6594_1.2
58, Line.mdv201_da_8_140_abc56751, 6594, 56751,     3.0074
59, Transformer.mdv201_da_8_140_abc56751-1a, 56751.1, x_56751.1,     3.0074
60, Line.s_mdv201_da_8_140_abc56751-1a0, x_56751.1, x_56751_1.1,     3.0378
-1, Load.mdv201_da_8_140_abc56751-1a0, x_56751_1.1
59, Line.mdv201_da_8_234_abc56762, 56751, 56762,     3.0668
60, Transformer.mdv201_da_8_234_abc56762-1c, 56762.3, x_56762.3,     3.0668
61, Line.s_mdv201_da_8_234_abc56762-1c0, x_56762.3, x_56762_1.3,     3.0973
-1, Load.mdv201_da_8_234_abc56762-1c0, x_56762_1.3
60, Line.mdv201_da_8_147_abc56766, 56762, 56766,     3.1378
61, Line.mdv201_da_8_148_abc56777, 56766, 56777,     3.2165
62, Transformer.mdv201_da_8_148_abc56777-1b, 56777.2, x_56777.2,     3.2165
63, Line.s_mdv201_da_8_148_abc56777-1b0, x_56777.2, x_56777_1.2,     3.2469
-1, Load.mdv201_da_8_148_abc56777-1b0, x_56777_1.2
62, Line.mdv201_da_8_149_abc56778, 56777, 56778,     3.3186
63, Transformer.mdv201_da_8_149_abc56778-1a, 56778.1, x_56778.1,     3.3186
64, Line.s_mdv201_da_8_149_abc56778-1a0, x_56778.1, x_56778_1.1,     3.3490
-1, Load.mdv201_da_8_149_abc56778-1a0, x_56778_1.1
63, Line.mdv201_da_8_150_abc56781, 56778, 56781,     3.4048
64, Line.mdv201_da_8_152_abc74420, 56781, 74420,     3.5039
65, Transformer.mdv201_da_8_152_abc74420-1b, 74420.2, x_74420.2,     3.5039
66, Line.s_mdv201_da_8_152_abc74420-1b0, x_74420.2, x_74420_1.2,     3.5344
-1, Load.mdv201_da_8_152_abc74420-1b0, x_74420_1.2
65, Line.mdv201_da_8_492_abc74428, 74420, 74428,     3.5548
66, Transformer.mdv201_da_8_492_abc74428-1b, 74428.2, x_74428.2,     3.5548
67, Line.s_mdv201_da_8_492_abc74428-1b0, x_74428.2, x_74428_1.2,     3.5853
-1, Load.mdv201_da_8_492_abc74428-1b0, x_74428_1.2
66, Line.mdv201_da_8_153_abc74433, 74428, 74433,     3.6362
-1, Capacitor.mdv201_da_8_153_abc74433-1, 74433
67, Line.mdv201_da_8_154_abc74439, 74433, 74439,     3.7169
68, Line.sw-da_8_154_sw, 74439, mdv201_1144238usd_int,     3.7179
69, Line.mdv201_1144238usd, mdv201_1144238usd_int, 1144238,     3.7195
70, Transformer.mdv201_1144238usd-1a, 1144238.1, x_1144238.1,     3.7195
71, Line.s_mdv201_1144238usd-1a0, x_1144238.1, x_1144238_1.1,     3.7499
-1, Load.mdv201_1144238usd-1a0, x_1144238_1.1
70, Line.mdv201_da_8_040_abc46394, 1144238, 46394,     3.8051
71, Line.mdv201_da_8_155_abc46395, 46394, 46395,     3.9011
72, Transformer.mdv201_da_8_155_abc46395-1c, 46395.3, x_46395.3,     3.9011
73, Line.s_mdv201_da_8_155_abc46395-1c0, x_46395.3, x_46395_1.3,     3.9316
-1, Load.mdv201_da_8_155_abc46395-1c0, x_46395_1.3
72, Line.mdv201_da_8_801_abc58430, 46395, 58430,     4.0093
73, Line.mdv201_111079fuse, 58430.2, 111079.2,     4.0109
74, Line.mdv201_da_8_795_b88661, 111079.2, 88661.2,     4.0416
75, Transformer.mdv201_da_8_795_b88661-1b, 88661.2, x_88661.2,     4.0416
76, Line.s_mdv201_da_8_795_b88661-1b3, x_88661.2, x_88661_4.2,     4.0721
-1, Load.mdv201_da_8_795_b88661-1b3, x_88661_4.2
76, Line.s_mdv201_da_8_795_b88661-1b2, x_88661.2, x_88661_3.2,     4.0721
-1, Load.mdv201_da_8_795_b88661-1b2, x_88661_3.2
76, Line.s_mdv201_da_8_795_b88661-1b1, x_88661.2, x_88661_2.2,     4.0721
-1, Load.mdv201_da_8_795_b88661-1b1, x_88661_2.2
76, Line.s_mdv201_da_8_795_b88661-1b0, x_88661.2, x_88661_1.2,     4.0721
-1, Load.mdv201_da_8_795_b88661-1b0, x_88661_1.2
73, Line.mdv201_da_8_157_abc58429, 58430, 58429,     4.0889
74, Line.mdv201_da_8_784_abc58431, 58429, 58431,     4.1578
75, Line.mdv201_da_8_159_abc58426, 58431, 58426,     4.2303
76, Transformer.mdv201_da_8_159_abc58426-1c, 58426.3, x_58426.3,     4.2303
77, Line.s_mdv201_da_8_159_abc58426-1c2, x_58426.3, x_58426_3.3,     4.2608
-1, Load.mdv201_da_8_159_abc58426-1c2, x_58426_3.3
77, Line.s_mdv201_da_8_159_abc58426-1c1, x_58426.3, x_58426_2.3,     4.2608
-1, Load.mdv201_da_8_159_abc58426-1c1, x_58426_2.3
77, Line.s_mdv201_da_8_159_abc58426-1c0, x_58426.3, x_58426_1.3,     4.2608
-1, Load.mdv201_da_8_159_abc58426-1c0, x_58426_1.3
76, Line.mdv201_1023340fuse, 58426.2, 1023340.2,     4.2318
77, Line.mdv201_da_8_281_b1023341, 1023340.2, 1023341.2,     4.3035
78, Transformer.mdv201_da_8_281_b1023341-1b, 1023341.2, x_1023341.2,     4.3035
79, Line.s_mdv201_da_8_281_b1023341-1b1, x_1023341.2, x_1023341_2.2,     4.3339
-1, Load.mdv201_da_8_281_b1023341-1b1, x_1023341_2.2
79, Line.s_mdv201_da_8_281_b1023341-1b0, x_1023341.2, x_1023341_1.2,     4.3339
-1, Load.mdv201_da_8_281_b1023341-1b0, x_1023341_1.2
76, Line.mdv201_da_8_804_abc88656, 58426, 88656,     4.2840
77, Transformer.mdv201_da_8_804_abc88656-1c, 88656.3, x_88656.3,     4.2840
78, Line.s_mdv201_da_8_804_abc88656-1c1, x_88656.3, x_88656_2.3,     4.3144
-1, Load.mdv201_da_8_804_abc88656-1c1, x_88656_2.3
78, Line.s_mdv201_da_8_804_abc88656-1c0, x_88656.3, x_88656_1.3,     4.3144
-1, Load.mdv201_da_8_804_abc88656-1c0, x_88656_1.3
77, Line.mdv201_da_8_254_abc58420, 88656, 58420,     4.3294
78, Line.mdv201_da_8_783_abc58417, 58420, 58417,     4.4162
79, Line.mdv201_da_8_781_abc58415, 58417, 58415,     4.4802
80, Transformer.mdv201_da_8_781_abc58415-1c, 58415.3, x_58415.3,     4.4802
81, Line.s_mdv201_da_8_781_abc58415-1c0, x_58415.3, x_58415_1.3,     4.5107
-1, Load.mdv201_da_8_781_abc58415-1c0, x_58415_1.3
80, Line.mdv201_1144235fuse, 58415.1, 1144235.1,     4.4818
81, Line.mdv201_da_8_780_a1144234, 1144235.1, 1144234.1,     4.5979
82, Transformer.mdv201_da_8_780_a1144234-1a, 1144234.1, x_1144234.1,     4.5979
83, Line.s_mdv201_da_8_780_a1144234-1a0, x_1144234.1, x_1144234_1.1,     4.6284
-1, Load.mdv201_da_8_780_a1144234-1a0, x_1144234_1.1
82, Line.mdv201_da_8_779_a58418, 1144234.1, 58418.1,     4.7110
83, Line.mdv201_da_8_778_a58422, 58418.1, 58422.1,     4.7884
84, Line.mdv201_da_7_490_a58425, 58422.1, 58425.1,     4.8972
85, Transformer.mdv201_da_7_490_a58425-1a, 58425.1, x_58425.1,     4.8972
86, Line.s_mdv201_da_7_490_a58425-1a0, x_58425.1, x_58425_1.1,     4.9277
-1, Load.mdv201_da_7_490_a58425-1a0, x_58425_1.1
80, Line.mdv201_da_8_256_abc88675, 58415, 88675,     4.5503
81, Line.mdv201_da_8_903_abc58411, 88675, 58411,     4.5991
82, Line.mdv201_da_8_257_abc88677, 58411, 88677,     4.6586
83, Line.mdv201_da_8_258_abc67896, 88677, 67896,     4.7616
84, Line.mdv201_1023344fuse, 67896.1, 1023344.1,     4.7631
85, Line.mdv201_da_8_259_a1023345, 1023344.1, 1023345.1,     4.8417
86, Transformer.mdv201_da_8_259_a1023345-1a, 1023345.1, x_1023345.1,     4.8417
87, Line.s_mdv201_da_8_259_a1023345-1a0, x_1023345.1, x_1023345_1.1,     4.8722
-1, Load.mdv201_da_8_259_a1023345-1a0, x_1023345_1.1
84, Line.mdv201_da_8_719_abc67893, 67896, 67893,     4.8317
85, Transformer.mdv201_da_8_719_abc67893-1c, 67893.3, x_67893.3,     4.8317
86, Line.s_mdv201_da_8_719_abc67893-1c0, x_67893.3, x_67893_1.3,     4.8622
-1, Load.mdv201_da_8_719_abc67893-1c0, x_67893_1.3
85, Line.mdv201_da_8_936_abc67891, 67893, 67891,     4.9048
86, Line.mdv201_da_8_935_abc107782, 67891, 107782,     4.9688
82, Line.mdv201_106254fuse, 58411.1, 106254.1,     4.6006
83, Line.mdv201_da_8_904_a58412, 106254.1, 58412.1,     4.6707
84, Line.mdv201_da_8_905_a58413, 58412.1, 58413.1,     4.7424
85, Transformer.mdv201_da_8_905_a58413-1a, 58413.1, x_58413.1,     4.7424
86, Line.s_mdv201_da_8_905_a58413-1a0, x_58413.1, x_58413_1.1,     4.7729
-1, Load.mdv201_da_8_905_a58413-1a0, x_58413_1.1
78, Line.mdv201_106257fuse, 58420.2, 106257.2,     4.3309
79, Line.mdv201_da_8_461_b58421, 106257.2, 58421.2,     4.4196
80, Transformer.mdv201_da_8_461_b58421-1b, 58421.2, x_58421.2,     4.4196
81, Line.s_mdv201_da_8_461_b58421-1b0, x_58421.2, x_58421_1.2,     4.4501
-1, Load.mdv201_da_8_461_b58421-1b0, x_58421_1.2
75, Line.mdv201_106259fuse, 58431.3, 106259.3,     4.1593
76, Line.mdv201_da_8_158_c58433, 106259.3, 58433.3,     4.1736
77, Line.mdv201_da_8_744_c46398, 58433.3, 46398.3,     4.2193
78, Transformer.mdv201_da_8_744_c46398-1c, 46398.3, x_46398.3,     4.2193
79, Line.s_mdv201_da_8_744_c46398-1c1, x_46398.3, x_46398_2.3,     4.2498
-1, Load.mdv201_da_8_744_c46398-1c1, x_46398_2.3
79, Line.s_mdv201_da_8_744_c46398-1c0, x_46398.3, x_46398_1.3,     4.2498
-1, Load.mdv201_da_8_744_c46398-1c0, x_46398_1.3
78, Line.mdv201_da_8_200_c46399, 46398.3, 46399.3,     4.2519
79, Line.mdv201_104582fuse, 46399.3, 104582.3,     4.2535
80, Line.mdv201_da_8_808_c46400, 104582.3, 46400.3,     4.2660
81, Line.mdv201_da_8_809_c46402, 46400.3, 46402.3,     4.3330
82, Line.mdv201_da_8_810_c58435, 46402.3, 58435.3,     4.3800
83, Transformer.mdv201_da_8_810_c58435-1c, 58435.3, x_58435.3,     4.3800
84, Line.s_mdv201_da_8_810_c58435-1c0, x_58435.3, x_58435_1.3,     4.4104
-1, Load.mdv201_da_8_810_c58435-1c0, x_58435_1.3
79, Line.mdv201_da_8_769_c46401, 46399.3, 46401.3,     4.2934
80, Transformer.mdv201_da_8_769_c46401-1c, 46401.3, x_46401.3,     4.2934
81, Line.s_mdv201_da_8_769_c46401-1c1, x_46401.3, x_46401_2.3,     4.3239
-1, Load.mdv201_da_8_769_c46401-1c1, x_46401_2.3
81, Line.s_mdv201_da_8_769_c46401-1c0, x_46401.3, x_46401_1.3,     4.3239
-1, Load.mdv201_da_8_769_c46401-1c0, x_46401_1.3
80, Line.mdv201_da_8_201_c46403, 46401.3, 46403.3,     4.3306
81, Line.mdv201_da_8_959_c74455, 46403.3, 74455.3,     4.3681
82, Line.mdv201_da_8_202_c74456, 74455.3, 74456.3,     4.4083
83, Transformer.mdv201_da_8_202_c74456-1c, 74456.3, x_74456.3,     4.4083
84, Line.s_mdv201_da_8_202_c74456-1c0, x_74456.3, x_74456_1.3,     4.4388
-1, Load.mdv201_da_8_202_c74456-1c0, x_74456_1.3
83, Line.mdv201_da_8_203_c46407, 74456.3, 46407.3,     4.4863
84, Transformer.mdv201_da_8_203_c46407-1c, 46407.3, x_46407.3,     4.4863
