Level, Branch, Bus1, Bus2, Distance
38, Line.mdv201_hn_2_819_abc8177, 63707, 8177,     1.9041
39, Transformer.mdv201_hn_2_819_abc8177-1a, 8177.1, x_8177.1,     1.9041
40, Line.s_mdv201_hn_2_819_abc8177-1a0, x_8177.1, x_8177_1.1,     1.9346
-1, Load.mdv201_hn_2_819_abc8177-1a0, x_8177_1.1
39, Line.mdv201_hn_2_286_abc8178, 8177, 8178,     1.9855
40, Transformer.mdv201_hn_2_286_abc8178-1a, 8178.1, x_8178.1,     1.9855
41, Line.s_mdv201_hn_2_286_abc8178-1a1, x_8178.1, x_8178_2.1,     2.0160
-1, Load.mdv201_hn_2_286_abc8178-1a1, x_8178_2.1
41, Line.s_mdv201_hn_2_286_abc8178-1a0, x_8178.1, x_8178_1.1,     2.0160
-1, Load.mdv201_hn_2_286_abc8178-1a0, x_8178_1.1
40, Line.mdv201_hn_2_285_abc8181, 8178, 8181,     2.0471
41, Line.mdv201_hn_2_113_abc8184, 8181, 8184,     2.1318
42, Transformer.mdv201_hn_2_113_abc8184-1a, 8184.1, x_8184.1,     2.1318
43, Line.s_mdv201_hn_2_113_abc8184-1a0, x_8184.1, x_8184_1.1,     2.1623
-1, Load.mdv201_hn_2_113_abc8184-1a0, x_8184_1.1
42, Line.mdv201_hn_2_069_abc14841, 8184, 14841,     2.2007
43, Line.mdv201_hn_2_068_abc14845, 14841, 14845,     2.2580
44, Transformer.mdv201_hn_2_068_abc14845-1a, 14845.1, x_14845.1,     2.2580
45, Line.s_mdv201_hn_2_068_abc14845-1a1, x_14845.1, x_14845_2.1,     2.2885
-1, Load.mdv201_hn_2_068_abc14845-1a1, x_14845_2.1
45, Line.s_mdv201_hn_2_068_abc14845-1a0, x_14845.1, x_14845_1.1,     2.2885
-1, Load.mdv201_hn_2_068_abc14845-1a0, x_14845_1.1
44, Line.mdv201_hn_2_067_abc14836, 14845, 14836,     2.3586
45, Transformer.mdv201_hn_2_067_abc14836-1c, 14836.3, x_14836.3,     2.3586
46, Line.s_mdv201_hn_2_067_abc14836-1c0, x_14836.3, x_14836_1.3,     2.3891
-1, Load.mdv201_hn_2_067_abc14836-1a0, x_14836_1.1
-1, Load.mdv201_hn_2_067_abc14836-1c0, x_14836_1.3
46, Line.s_mdv201_hn_2_067_abc14836-1a3, x_14836.1, x_14836_4.1,     2.3891
-1, Load.mdv201_hn_2_067_abc14836-1a3, x_14836_4.1
46, Line.s_mdv201_hn_2_067_abc14836-1a2, x_14836.1, x_14836_3.1,     2.3891
-1, Load.mdv201_hn_2_067_abc14836-1a2, x_14836_3.1
46, Line.s_mdv201_hn_2_067_abc14836-1a1, x_14836.1, x_14836_2.1,     2.3891
-1, Load.mdv201_hn_2_067_abc14836-1a1, x_14836_2.1
46, Line.s_mdv201_hn_2_067_abc14836-1a0, x_14836.1, x_14836_1.1,     2.3891
45, Transformer.mdv201_hn_2_067_abc14836-1a, 14836.1, x_14836.1,     2.3586
45, Line.mdv201_hn_2_066_abc14832, 14836, 14832,     2.4747
46, Transformer.mdv201_hn_2_066_abc14832-1a, 14832.1, x_14832.1,     2.4747
47, Line.s_mdv201_hn_2_066_abc14832-1a0, x_14832.1, x_14832_1.1,     2.5052
-1, Load.mdv201_hn_2_066_abc14832-1a0, x_14832_1.1
46, Line.mdv201_hn_2_916_abc14828, 14832, 14828,     2.5156
47, Line.mdv201_hn_2_153_b14829, 14828.2, 14829.2,     2.5692
48, Transformer.mdv201_hn_2_153_b14829-1b, 14829.2, x_14829.2,     2.5692
49, Line.s_mdv201_hn_2_153_b14829-1b2, x_14829.2, x_14829_3.2,     2.5997
-1, Load.mdv201_hn_2_153_b14829-1b2, x_14829_3.2
49, Line.s_mdv201_hn_2_153_b14829-1b1, x_14829.2, x_14829_2.2,     2.5997
-1, Load.mdv201_hn_2_153_b14829-1b1, x_14829_2.2
49, Line.s_mdv201_hn_2_153_b14829-1b0, x_14829.2, x_14829_1.2,     2.5997
-1, Load.mdv201_hn_2_153_b14829-1b0, x_14829_1.2
48, Line.mdv201_hn_21053_b89778, 14829.2, 89778.2,     2.5783
49, Line.mdv201_1144248fuse, 89778.2, 1144248.2,     2.5799
50, Line.mdv201_hn_21054_b1144247, 1144248.2, 1144247.2,     2.6789
51, Transformer.mdv201_hn_21054_b1144247-1b, 1144247.2, x_1144247.2,     2.6789
52, Line.s_mdv201_hn_21054_b1144247-1b0, x_1144247.2, x_1144247_1.2,     2.7094
-1, Load.mdv201_hn_21054_b1144247-1b0, x_1144247_1.2
48, Line.mdv201_hn_2_154_b62298, 14829.2, 62298.2,     2.6427
49, Transformer.mdv201_hn_2_154_b62298-1b, 62298.2, x_62298.2,     2.6427
50, Line.s_mdv201_hn_2_154_b62298-1b2, x_62298.2, x_62298_3.2,     2.6731
-1, Load.mdv201_hn_2_154_b62298-1b2, x_62298_3.2
50, Line.s_mdv201_hn_2_154_b62298-1b1, x_62298.2, x_62298_2.2,     2.6731
-1, Load.mdv201_hn_2_154_b62298-1b1, x_62298_2.2
50, Line.s_mdv201_hn_2_154_b62298-1b0, x_62298.2, x_62298_1.2,     2.6731
-1, Load.mdv201_hn_2_154_b62298-1b0, x_62298_1.2
49, Line.mdv201_hn_2_301_b62297, 62298.2, 62297.2,     2.7036
50, Line.mdv201_hn_2_155_b39757, 62297.2, 39757.2,     2.7496
51, Transformer.mdv201_hn_2_155_b39757-1b, 39757.2, x_39757.2,     2.7496
52, Line.s_mdv201_hn_2_155_b39757-1b2, x_39757.2, x_39757_3.2,     2.7801
-1, Load.mdv201_hn_2_155_b39757-1b2, x_39757_3.2
52, Line.s_mdv201_hn_2_155_b39757-1b1, x_39757.2, x_39757_2.2,     2.7801
-1, Load.mdv201_hn_2_155_b39757-1b1, x_39757_2.2
52, Line.s_mdv201_hn_2_155_b39757-1b0, x_39757.2, x_39757_1.2,     2.7801
-1, Load.mdv201_hn_2_155_b39757-1b0, x_39757_1.2
51, Line.mdv201_hn_2_156_b39758, 39757.2, 39758.2,     2.8386
52, Transformer.mdv201_hn_2_156_b39758-1b, 39758.2, x_39758.2,     2.8386
53, Line.s_mdv201_hn_2_156_b39758-1b1, x_39758.2, x_39758_2.2,     2.8691
-1, Load.mdv201_hn_2_156_b39758-1b1, x_39758_2.2
53, Line.s_mdv201_hn_2_156_b39758-1b0, x_39758.2, x_39758_1.2,     2.8691
-1, Load.mdv201_hn_2_156_b39758-1b0, x_39758_1.2
52, Line.mdv201_hn_2_157_b14989, 39758.2, 14989.2,     2.9627
53, Transformer.mdv201_hn_2_157_b14989-1b, 14989.2, x_14989.2,     2.9627
54, Line.s_mdv201_hn_2_157_b14989-1b0, x_14989.2, x_14989_1.2,     2.9932
-1, Load.mdv201_hn_2_157_b14989-1b0, x_14989_1.2
53, Line.mdv201_hn_2_158_b14994, 14989.2, 14994.2,     3.0578
54, Transformer.mdv201_hn_2_158_b14994-1b, 14994.2, x_14994.2,     3.0578
55, Line.s_mdv201_hn_2_158_b14994-1b0, x_14994.2, x_14994_1.2,     3.0883
-1, Load.mdv201_hn_2_158_b14994-1b0, x_14994_1.2
54, Line.mdv201_hn_2_159_b6572, 14994.2, 6572.2,     3.1508
55, Transformer.mdv201_hn_2_159_b6572-1b, 6572.2, x_6572.2,     3.1508
56, Line.s_mdv201_hn_2_159_b6572-1b0, x_6572.2, x_6572_1.2,     3.1812
-1, Load.mdv201_hn_2_159_b6572-1b0, x_6572_1.2
55, Line.mdv201_hn_2_160_b6573, 6572.2, 6573.2,     3.2230
56, Transformer.mdv201_hn_2_160_b6573-1b, 6573.2, x_6573.2,     3.2230
57, Line.s_mdv201_hn_2_160_b6573-1b0, x_6573.2, x_6573_1.2,     3.2535
-1, Load.mdv201_hn_2_160_b6573-1b0, x_6573_1.2
56, Line.mdv201_1144251fuse, 6573.2, 1144251.2,     3.2245
57, Line.mdv201_hn_2_337_b6577, 1144251.2, 6577.2,     3.2943
58, Line.mdv201_da_8_276_b8195, 6577.2, 8195.2,     3.3635
59, Transformer.mdv201_da_8_276_b8195-1b, 8195.2, x_8195.2,     3.3635
60, Line.s_mdv201_da_8_276_b8195-1b1, x_8195.2, x_8195_2.2,     3.3940
-1, Load.mdv201_da_8_276_b8195-1b1, x_8195_2.2
60, Line.s_mdv201_da_8_276_b8195-1b0, x_8195.2, x_8195_1.2,     3.3940
-1, Load.mdv201_da_8_276_b8195-1b0, x_8195_1.2
58, Line.mdv201_hn_2_336_b8196, 6577.2, 8196.2,     3.3617
59, Transformer.mdv201_hn_2_336_b8196-1b, 8196.2, x_8196.2,     3.3617
60, Line.s_mdv201_hn_2_336_b8196-1b0, x_8196.2, x_8196_1.2,     3.3922
-1, Load.mdv201_hn_2_336_b8196-1b0, x_8196_1.2
59, Line.mdv201_hn_2_335_b8197, 8196.2, 8197.2,     3.4303
60, Line.mdv201_da_8_137_b8198, 8197.2, 8198.2,     3.4586
61, Transformer.mdv201_da_8_137_b8198-1b, 8198.2, x_8198.2,     3.4586
62, Line.s_mdv201_da_8_137_b8198-1b1, x_8198.2, x_8198_2.2,     3.4891
-1, Load.mdv201_da_8_137_b8198-1b1, x_8198_2.2
62, Line.s_mdv201_da_8_137_b8198-1b0, x_8198.2, x_8198_1.2,     3.4891
-1, Load.mdv201_da_8_137_b8198-1b0, x_8198_1.2
56, Line.mdv201_hn_2_371_b6575, 6573.2, 6575.2,     3.2745
57, Line.mdv201_hn_2_372_b6576, 6575.2, 6576.2,     3.3120
58, Line.mdv201_hn_2_164_b6574, 6576.2, 6574.2,     3.3757
59, Transformer.mdv201_hn_2_164_b6574-1b, 6574.2, x_6574.2,     3.3757
60, Line.s_mdv201_hn_2_164_b6574-1b0, x_6574.2, x_6574_1.2,     3.4062
-1, Load.mdv201_hn_2_164_b6574-1b0, x_6574_1.2
59, Line.mdv201_1144250fuse, 6574.2, 1144250.2,     3.3772
60, Line.mdv201_hn_2p007_b1160471, 1144250.2, 1160471.2,     3.4955
61, Line.hn_2p007_sw, 1160471.2, mdv201_6568elb_int.2,     3.4965
62, Line.mdv201_6568elb, mdv201_6568elb_int.2, 6568.2,     3.4980
63, Transformer.mdv201_6568elb-1b, 6568.2, x_6568.2,     3.4980
64, Line.s_mdv201_6568elb-1b4, x_6568.2, x_6568_5.2,     3.5285
-1, Load.mdv201_6568elb-1b4, x_6568_5.2
64, Line.s_mdv201_6568elb-1b3, x_6568.2, x_6568_4.2,     3.5285
-1, Load.mdv201_6568elb-1b3, x_6568_4.2
64, Line.s_mdv201_6568elb-1b2, x_6568.2, x_6568_3.2,     3.5285
-1, Load.mdv201_6568elb-1b2, x_6568_3.2
64, Line.s_mdv201_6568elb-1b1, x_6568.2, x_6568_2.2,     3.5285
-1, Load.mdv201_6568elb-1b1, x_6568_2.2
64, Line.s_mdv201_6568elb-1b0, x_6568.2, x_6568_1.2,     3.5285
-1, Load.mdv201_6568elb-1b0, x_6568_1.2
63, Line.mdv201_1160472elb-1_sw, 6568.2, mdv201_1160472elb_int.2,     3.4990
64, Line.mdv201_1160472elb, mdv201_1160472elb_int.2, 1160472.2,     3.5005
65, Line.mdv201_hn_2p008_b1160475, 1160472.2, 1160475.2,     3.5679
66, Line.hn_2p008_sw, 1160475.2, mdv201_6569elb_int.2,     3.5689
67, Line.mdv201_6569elb, mdv201_6569elb_int.2, 6569.2,     3.5704
68, Transformer.mdv201_6569elb-1b, 6569.2, x_6569.2,     3.5704
69, Line.s_mdv201_6569elb-1b2, x_6569.2, x_6569_3.2,     3.6009
-1, Load.mdv201_6569elb-1b2, x_6569_3.2
69, Line.s_mdv201_6569elb-1b1, x_6569.2, x_6569_2.2,     3.6009
-1, Load.mdv201_6569elb-1b1, x_6569_2.2
69, Line.s_mdv201_6569elb-1b0, x_6569.2, x_6569_1.2,     3.6009
-1, Load.mdv201_6569elb-1b0, x_6569_1.2
68, Line.mdv201_1160476elb-1_sw, 6569.2, mdv201_1160476elb_int.2,     3.5714
69, Line.mdv201_1160476elb, mdv201_1160476elb_int.2, 1160476.2,     3.5729
70, Line.mdv201_hn_2p009_b1160473, 1160476.2, 1160473.2,     3.6339
71, Line.hn_2p009_sw, 1160473.2, mdv201_15008elb_int.2,     3.6349
72, Line.mdv201_15008elb, mdv201_15008elb_int.2, 15008.2,     3.6364
73, Transformer.mdv201_15008elb-1b, 15008.2, x_15008.2,     3.6364
74, Line.s_mdv201_15008elb-1b2, x_15008.2, x_15008_3.2,     3.6669
-1, Load.mdv201_15008elb-1b2, x_15008_3.2
74, Line.s_mdv201_15008elb-1b1, x_15008.2, x_15008_2.2,     3.6669
-1, Load.mdv201_15008elb-1b1, x_15008_2.2
74, Line.s_mdv201_15008elb-1b0, x_15008.2, x_15008_1.2,     3.6669
-1, Load.mdv201_15008elb-1b0, x_15008_1.2
73, Line.mdv201_1160474elb-1_sw, 15008.2, mdv201_1160474elb_int.2,     3.6374
74, Line.mdv201_1160474elb, mdv201_1160474elb_int.2, 1160474.2,     3.6389
75, Line.mdv201_hn_2p010_b1160479, 1160474.2, 1160479.2,     3.7118
76, Line.hn_2p010_sw, 1160479.2, mdv201_15004elb_int.2,     3.7128
77, Line.mdv201_15004elb, mdv201_15004elb_int.2, 15004.2,     3.7143
78, Transformer.mdv201_15004elb-1b, 15004.2, x_15004.2,     3.7143
79, Line.s_mdv201_15004elb-1b2, x_15004.2, x_15004_3.2,     3.7448
-1, Load.mdv201_15004elb-1b2, x_15004_3.2
79, Line.s_mdv201_15004elb-1b1, x_15004.2, x_15004_2.2,     3.7448
-1, Load.mdv201_15004elb-1b1, x_15004_2.2
79, Line.s_mdv201_15004elb-1b0, x_15004.2, x_15004_1.2,     3.7448
-1, Load.mdv201_15004elb-1b0, x_15004_1.2
78, Line.mdv201_1160480elb-1_sw, 15004.2, mdv201_1160480elb_int.2,     3.7153
79, Line.mdv201_1160480elb, mdv201_1160480elb_int.2, 1160480.2,     3.7168
80, Line.mdv201_hn_2p011_b1160477, 1160480.2, 1160477.2,     3.8159
81, Line.hn_2p011_sw, 1160477.2, mdv201_15005elb_int.2,     3.8169
82, Line.mdv201_15005elb, mdv201_15005elb_int.2, 15005.2,     3.8184
83, Transformer.mdv201_15005elb-1b, 15005.2, x_15005.2,     3.8184
84, Line.s_mdv201_15005elb-1b3, x_15005.2, x_15005_4.2,     3.8489
-1, Load.mdv201_15005elb-1b3, x_15005_4.2
84, Line.s_mdv201_15005elb-1b2, x_15005.2, x_15005_3.2,     3.8489
-1, Load.mdv201_15005elb-1b2, x_15005_3.2
84, Line.s_mdv201_15005elb-1b1, x_15005.2, x_15005_2.2,     3.8489
-1, Load.mdv201_15005elb-1b1, x_15005_2.2
84, Line.s_mdv201_15005elb-1b0, x_15005.2, x_15005_1.2,     3.8489
-1, Load.mdv201_15005elb-1b0, x_15005_1.2
83, Line.mdv201_1160478elb-1_sw, 15005.2, mdv201_1160478elb_int.2,     3.8194
84, Line.mdv201_1160478elb, mdv201_1160478elb_int.2, 1160478.2,     3.8210
85, Line.mdv201_hn_2p012_b1160469, 1160478.2, 1160469.2,     3.8767
86, Line.hn_2p012_sw, 1160469.2, mdv201_39759elb_int.2,     3.8777
87, Line.mdv201_39759elb, mdv201_39759elb_int.2, 39759.2,     3.8793
88, Transformer.mdv201_39759elb-1b, 39759.2, x_39759.2,     3.8793
89, Line.s_mdv201_39759elb-1b2, x_39759.2, x_39759_3.2,     3.9097
-1, Load.mdv201_39759elb-1b2, x_39759_3.2
89, Line.s_mdv201_39759elb-1b1, x_39759.2, x_39759_2.2,     3.9097
-1, Load.mdv201_39759elb-1b1, x_39759_2.2
89, Line.s_mdv201_39759elb-1b0, x_39759.2, x_39759_1.2,     3.9097
-1, Load.mdv201_39759elb-1b0, x_39759_1.2
88, Line.mdv201_1160470elb-1_sw, 39759.2, mdv201_1160470elb_int.2,     3.8803
89, Line.mdv201_1160470elb, mdv201_1160470elb_int.2, 1160470.2,     3.8818
90, Line.mdv201_hn_2p013_b1160483, 1160470.2, 1160483.2,     3.9324
91, Line.hn_2p013_sw, 1160483.2, mdv201_39756elb_int.2,     3.9334
92, Line.mdv201_39756elb, mdv201_39756elb_int.2, 39756.2,     3.9349
93, Transformer.mdv201_39756elb-1b, 39756.2, x_39756.2,     3.9349
94, Line.s_mdv201_39756elb-1b1, x_39756.2, x_39756_2.2,     3.9654
-1, Load.mdv201_39756elb-1b1, x_39756_2.2
94, Line.s_mdv201_39756elb-1b0, x_39756.2, x_39756_1.2,     3.9654
-1, Load.mdv201_39756elb-1b0, x_39756_1.2
93, Line.mdv201_1160484elb-1_sw, 39756.2, mdv201_1160484elb_int.2,     3.9359
94, Line.mdv201_1160484elb, mdv201_1160484elb_int.2, 1160484.2,     3.9374
95, Line.mdv201_hn_2p014_b1160485, 1160484.2, 1160485.2,     3.9801
96, Line.hn_2p014_sw, 1160485.2, mdv201_39754elb_int.2,     3.9811
97, Line.mdv201_39754elb, mdv201_39754elb_int.2, 39754.2,     3.9826
98, Transformer.mdv201_39754elb-1b, 39754.2, x_39754.2,     3.9826
99, Line.s_mdv201_39754elb-1b2, x_39754.2, x_39754_3.2,     4.0131
-1, Load.mdv201_39754elb-1b2, x_39754_3.2
99, Line.s_mdv201_39754elb-1b1, x_39754.2, x_39754_2.2,     4.0131
-1, Load.mdv201_39754elb-1b1, x_39754_2.2
99, Line.s_mdv201_39754elb-1b0, x_39754.2, x_39754_1.2,     4.0131
-1, Load.mdv201_39754elb-1b0, x_39754_1.2
98, Line.mdv201_1160486elb-1_sw, 39754.2, mdv201_1160486elb_int.2,     3.9836
99, Line.mdv201_1160486elb, mdv201_1160486elb_int.2, 1160486.2,     3.9851
100, Line.mdv201_hn_2p015_b1160481, 1160486.2, 1160481.2,     4.0571
101, Line.hn_2p015_sw, 1160481.2, mdv201_39755elb_int.2,     4.0581
102, Line.mdv201_39755elb, mdv201_39755elb_int.2, 39755.2,     4.0596
103, Transformer.mdv201_39755elb-1b, 39755.2, x_39755.2,     4.0596
104, Line.s_mdv201_39755elb-1b2, x_39755.2, x_39755_3.2,     4.0901
-1, Load.mdv201_39755elb-1b2, x_39755_3.2
104, Line.s_mdv201_39755elb-1b1, x_39755.2, x_39755_2.2,     4.0901
-1, Load.mdv201_39755elb-1b1, x_39755_2.2
104, Line.s_mdv201_39755elb-1b0, x_39755.2, x_39755_1.2,     4.0901
-1, Load.mdv201_39755elb-1b0, x_39755_1.2
103, Line.mdv201_1160482elb-1_sw, 39755.2, mdv201_1160482elb_int.2,     4.0606
104, Line.mdv201_1160482elb, mdv201_1160482elb_int.2, 1160482.2,     4.0621
105, Line.mdv201_hn_2p016_b1160487, 1160482.2, 1160487.2,     4.1533
106, Line.hn_2p016_sw, 1160487.2, mdv201_62302elb_int.2,     4.1543
107, Line.mdv201_62302elb, mdv201_62302elb_int.2, 62302.2,     4.1558
108, Transformer.mdv201_62302elb-1b, 62302.2, x_62302.2,     4.1558
109, Line.s_mdv201_62302elb-1b3, x_62302.2, x_62302_4.2,     4.1863
-1, Load.mdv201_62302elb-1b3, x_62302_4.2
109, Line.s_mdv201_62302elb-1b2, x_62302.2, x_62302_3.2,     4.1863
-1, Load.mdv201_62302elb-1b2, x_62302_3.2
109, Line.s_mdv201_62302elb-1b1, x_62302.2, x_62302_2.2,     4.1863
-1, Load.mdv201_62302elb-1b1, x_62302_2.2
109, Line.s_mdv201_62302elb-1b0, x_62302.2, x_62302_1.2,     4.1863
-1, Load.mdv201_62302elb-1b0, x_62302_1.2
59, Line.mdv201_da_8_138_b6581, 6574.2, 6581.2,     3.4717
60, Line.mdv201_da_8_139_b56756, 6581.2, 56756.2,     3.5982
61, Transformer.mdv201_da_8_139_b56756-1b, 56756.2, x_56756.2,     3.5982
62, Line.s_mdv201_da_8_139_b56756-1b1, x_56756.2, x_56756_2.2,     3.6287
-1, Load.mdv201_da_8_139_b56756-1b1, x_56756_2.2
62, Line.s_mdv201_da_8_139_b56756-1b0, x_56756.2, x_56756_1.2,     3.6287
-1, Load.mdv201_da_8_139_b56756-1b0, x_56756_1.2
61, Line.mdv201_da_8_868_b1103250, 56756.2, 1103250.2,     3.6476
60, Line.mdv201_1017350fuse, 6581.2, 1017350.2,     3.4732
61, Line.mdv201_da_8_215_b1017348, 1017350.2, 1017348.2,     3.5848
62, Transformer.mdv201_da_8_215_b1017348-1b, 1017348.2, x_1017348.2,     3.5848
63, Line.s_mdv201_da_8_215_b1017348-1b1, x_1017348.2, x_1017348_2.2,     3.6153
-1, Load.mdv201_da_8_215_b1017348-1b1, x_1017348_2.2
63, Line.s_mdv201_da_8_215_b1017348-1b0, x_1017348.2, x_1017348_1.2,     3.6153
-1, Load.mdv201_da_8_215_b1017348-1b0, x_1017348_1.2
62, Line.mdv201_da_8_216_b1017349, 1017348.2, 1017349.2,     3.6467
63, Transformer.mdv201_da_8_216_b1017349-1b, 1017349.2, x_1017349.2,     3.6467
64, Line.s_mdv201_da_8_216_b1017349-1b0, x_1017349.2, x_1017349_1.2,     3.6771
-1, Load.mdv201_da_8_216_b1017349-1b0, x_1017349_1.2
63, Line.mdv201_da_8_217_b56788, 1017349.2, 56788.2,     3.7408
64, Line.mdv201_da_8_360_b8205, 56788.2, 8205.2,     3.7942
65, Transformer.mdv201_da_8_360_b8205-1b, 8205.2, x_8205.2,     3.7942
66, Line.s_mdv201_da_8_360_b8205-1b2, x_8205.2, x_8205_3.2,     3.8247
-1, Load.mdv201_da_8_360_b8205-1b2, x_8205_3.2
66, Line.s_mdv201_da_8_360_b8205-1b1, x_8205.2, x_8205_2.2,     3.8247
-1, Load.mdv201_da_8_360_b8205-1b1, x_8205_2.2
66, Line.s_mdv201_da_8_360_b8205-1b0, x_8205.2, x_8205_1.2,     3.8247
-1, Load.mdv201_da_8_360_b8205-1b0, x_8205_1.2
65, Line.mdv201_da_8_218_b8204, 8205.2, 8204.2,     3.8451
66, Transformer.mdv201_da_8_218_b8204-1b, 8204.2, x_8204.2,     3.8451
67, Line.s_mdv201_da_8_218_b8204-1b0, x_8204.2, x_8204_1.2,     3.8756
-1, Load.mdv201_da_8_218_b8204-1b0, x_8204_1.2
66, Line.mdv201_da_8_226_b8207, 8204.2, 8207.2,     3.8878
67, Transformer.mdv201_da_8_226_b8207-1b, 8207.2, x_8207.2,     3.8878
68, Line.s_mdv201_da_8_226_b8207-1b0, x_8207.2, x_8207_1.2,     3.9182
-1, Load.mdv201_da_8_226_b8207-1b0, x_8207_1.2
57, Line.mdv201_99414fuse, 6575.2, 99414.2,     3.2760
58, Line.mdv201_hn_2_932_b6570, 99414.2, 6570.2,     3.2934
59, Line.mdv201_hn_2_933_b6571, 6570.2, 6571.2,     3.3373
60, Transformer.mdv201_hn_2_933_b6571-1b, 6571.2, x_6571.2,     3.3373
61, Line.s_mdv201_hn_2_933_b6571-1b2, x_6571.2, x_6571_3.2,     3.3678
-1, Load.mdv201_hn_2_933_b6571-1b2, x_6571_3.2
61, Line.s_mdv201_hn_2_933_b6571-1b1, x_6571.2, x_6571_2.2,     3.3678
-1, Load.mdv201_hn_2_933_b6571-1b1, x_6571_2.2
61, Line.s_mdv201_hn_2_933_b6571-1b0, x_6571.2, x_6571_1.2,     3.3678
-1, Load.mdv201_hn_2_933_b6571-1b0, x_6571_1.2
60, Line.mdv201_hn_2_934_b15006, 6571.2, 15006.2,     3.4028
61, Transformer.mdv201_hn_2_934_b15006-1b, 15006.2, x_15006.2,     3.4028
62, Line.s_mdv201_hn_2_934_b15006-1b2, x_15006.2, x_15006_3.2,     3.4333
-1, Load.mdv201_hn_2_934_b15006-1b2, x_15006_3.2
62, Line.s_mdv201_hn_2_934_b15006-1b1, x_15006.2, x_15006_2.2,     3.4333
-1, Load.mdv201_hn_2_934_b15006-1b1, x_15006_2.2
62, Line.s_mdv201_hn_2_934_b15006-1b0, x_15006.2, x_15006_1.2,     3.4333
-1, Load.mdv201_hn_2_934_b15006-1b0, x_15006_1.2
61, Line.mdv201_hn_2_935_b15001, 15006.2, 15001.2,     3.4668
62, Line.mdv201_hn_2_936_b14995, 15001.2, 14995.2,     3.4979
63, Transformer.mdv201_hn_2_936_b14995-1b, 14995.2, x_14995.2,     3.4979
64, Line.s_mdv201_hn_2_936_b14995-1b2, x_14995.2, x_14995_3.2,     3.5284
-1, Load.mdv201_hn_2_936_b14995-1b2, x_14995_3.2
64, Line.s_mdv201_hn_2_936_b14995-1b1, x_14995.2, x_14995_2.2,     3.5284
-1, Load.mdv201_hn_2_936_b14995-1b1, x_14995_2.2
64, Line.s_mdv201_hn_2_936_b14995-1b0, x_14995.2, x_14995_1.2,     3.5284
-1, Load.mdv201_hn_2_936_b14995-1b0, x_14995_1.2
63, Line.mdv201_hn_2_953_b14996, 14995.2, 14996.2,     3.5607
64, Transformer.mdv201_hn_2_953_b14996-1b, 14996.2, x_14996.2,     3.5607
65, Line.s_mdv201_hn_2_953_b14996-1b2, x_14996.2, x_14996_3.2,     3.5912
-1, Load.mdv201_hn_2_953_b14996-1b2, x_14996_3.2
65, Line.s_mdv201_hn_2_953_b14996-1b1, x_14996.2, x_14996_2.2,     3.5912
-1, Load.mdv201_hn_2_953_b14996-1b1, x_14996_2.2
65, Line.s_mdv201_hn_2_953_b14996-1b0, x_14996.2, x_14996_1.2,     3.5912
-1, Load.mdv201_hn_2_953_b14996-1b0, x_14996_1.2
64, Line.mdv201_hn_2_954_b39771, 14996.2, 39771.2,     3.6107
65, Transformer.mdv201_hn_2_954_b39771-1b, 39771.2, x_39771.2,     3.6107
66, Line.s_mdv201_hn_2_954_b39771-1b0, x_39771.2, x_39771_1.2,     3.6412
-1, Load.mdv201_hn_2_954_b39771-1b0, x_39771_1.2
65, Line.mdv201_hn_2_955_b39752, 39771.2, 39752.2,     3.6613
66, Transformer.mdv201_hn_2_955_b39752-1b, 39752.2, x_39752.2,     3.6613
67, Line.s_mdv201_hn_2_955_b39752-1b1, x_39752.2, x_39752_2.2,     3.6918
-1, Load.mdv201_hn_2_955_b39752-1b1, x_39752_2.2
67, Line.s_mdv201_hn_2_955_b39752-1b0, x_39752.2, x_39752_1.2,     3.6918
-1, Load.mdv201_hn_2_955_b39752-1b0, x_39752_1.2
66, Line.mdv201_hn_2_956_b39753, 39752.2, 39753.2,     3.7229
67, Transformer.mdv201_hn_2_956_b39753-1b, 39753.2, x_39753.2,     3.7229
68, Line.s_mdv201_hn_2_956_b39753-1b2, x_39753.2, x_39753_3.2,     3.7533
-1, Load.mdv201_hn_2_956_b39753-1b2, x_39753_3.2
68, Line.s_mdv201_hn_2_956_b39753-1b1, x_39753.2, x_39753_2.2,     3.7533
-1, Load.mdv201_hn_2_956_b39753-1b1, x_39753_2.2
68, Line.s_mdv201_hn_2_956_b39753-1b0, x_39753.2, x_39753_1.2,     3.7533
-1, Load.mdv201_hn_2_956_b39753-1b0, x_39753_1.2
67, Line.mdv201_hn_2_957_b1103249, 39753.2, 1103249.2,     3.7564
62, Line.mdv201_hn_2_937_b14993, 15001.2, 14993.2,     3.5156
63, Transformer.mdv201_hn_2_937_b14993-1b, 14993.2, x_14993.2,     3.5156
64, Line.s_mdv201_hn_2_937_b14993-1b1, x_14993.2, x_14993_2.2,     3.5461
-1, Load.mdv201_hn_2_937_b14993-1b1, x_14993_2.2
64, Line.s_mdv201_hn_2_937_b14993-1b0, x_14993.2, x_14993_1.2,     3.5461
-1, Load.mdv201_hn_2_937_b14993-1b0, x_14993_1.2
63, Line.mdv201_hn_2_938_b14992, 14993.2, 14992.2,     3.5967
64, Transformer.mdv201_hn_2_938_b14992-1b, 14992.2, x_14992.2,     3.5967
65, Line.s_mdv201_hn_2_938_b14992-1b1, x_14992.2, x_14992_2.2,     3.6272
-1, Load.mdv201_hn_2_938_b14992-1b1, x_14992_2.2
